PCA1,PCA2,against_bug
-55034.66891964176,-2505.9675659132718,1.0
-454928.9079344929,7460.395305934867,1.0
-55015.13656874362,-1230.3787567909694,0.5
4837.8706896111835,-2145.6343003647744,0.5
195347.89157378324,20542.720498947263,0.5
-55015.18487171631,-1232.5369467563723,0.5
4837.783544385806,-2150.1272876896146,1.0
194955.61578653473,-5056.287366096114,1.0
-55015.13092028489,-1230.269881597269,1.0
-254991.62860343943,1835.4976449416654,2.0
4818.265711965039,-3425.268188220498,1.0
-55015.08250911161,-1227.5619493497634,0.5
195347.78235941217,20538.55271926736,0.5
4837.80411405745,-2149.225509392627,1.0
-55015.10903667519,-1228.4701566445492,0.5
-55015.06070665328,-1226.1804038802675,0.25
194975.19390477962,-3777.2274170984238,0.5
-55015.13521258242,-1229.8035572025474,1.0
195347.83748151478,20541.07617303088,2.0
-55034.6633258285,-2505.796885177204,1.0
-55015.138269799296,-1230.0498083107686,0.5
-55015.05580253538,-1226.0639591765885,0.5
-55034.74248444929,-2509.928843951988,1.0
-55034.73876424122,-2509.254753138579,1.0
4837.824054770637,-2147.93973065878,1.0
584890.1427363509,-12315.168899387558,2.0
4837.853893107502,-2146.488333779351,1.0
-55015.18703155534,-1232.859760108633,2.0
195033.94061396364,57.57878371102561,1.0
-454968.11657990876,4901.333760435555,1.0
195347.8445143262,20540.74784480603,1.0
-254913.25237343542,6952.001430902654,1.0
194955.49053740432,-5061.81500691612,1.0
-55015.11077521392,-1228.5420524545825,1.0
-54956.34617999871,2607.169593773625,1.0
195347.77721301164,20537.96975720786,2.0
4837.836475616554,-2147.3675904320644,1.0
-55034.69524903479,-2507.279286524874,1.0
-55015.132873116876,-1230.4620068929016,1.0
-55034.69513041724,-2507.158084841174,1.0
4837.86676320713,-2145.6171103612596,0.25
194955.55042175297,-5058.7857140974265,1.0
195347.77819302445,20538.378841753518,2.0
-55034.708953602356,-2508.0379113935833,1.0
-54956.2904571906,2609.735046594119,2.0
-55015.13033131405,-1229.404584204658,0.5
-55015.11924864922,-1228.9632528318107,0.5
4837.770239246311,-2150.7226241308836,1.0
195347.79449373158,20539.064153964253,0.5
-55015.074214095366,-1227.0750550671892,0.5
-254991.6725037709,1833.6471987656805,1.0
194955.59478651057,-5056.835915634421,1.0
-54975.86903372465,1331.5967484278817,1.0
-55015.14989860752,-1230.6735798664358,1.0
195033.97295801318,59.0539296113966,1.0
-55015.106068255496,-1228.5243521892135,0.5
4857.4635964396875,-866.4889345315387,2.0
194955.4584185935,-5063.576688380197,1.0
4837.886361727258,-2144.719174649701,2.0
4837.880398787325,-2145.632183431675,1.0
195347.83270347654,20540.91746232764,1.0
195347.8525517264,20541.471678815527,0.5
-454987.83498735446,3616.6570387444244,1.0
4837.802616076311,-2149.1005916665963,1.0
4837.771152642788,-2150.694209317424,1.0
-255030.82059826574,-722.6034824927083,2.0
195033.99652965716,59.90133882231021,1.0
4837.800236235606,-2149.362809364313,1.0
4837.802912316751,-2149.25214620099,1.0
194935.92653343198,-6339.049049763469,1.0
-254972.0747637772,3112.8390421673075,0.5
195033.97997990507,59.69411984007456,1.0
4837.864070537966,-2145.5395926284964,2.0
-54956.29853357666,2609.2924438924965,1.0
-55015.13899052271,-1230.6604911244885,0.5
-255011.32884521945,551.4713448645598,0.5
-55034.7464571225,-2510.211391654786,0.5
-55015.151356677874,-1231.3400118039608,1.0
4857.524706389988,-864.0082696141671,0.25
-55015.14668135927,-1230.869835066247,0.5
-54995.539378415095,48.89894365908003,1.0
4818.281057880493,-3424.5199006566527,0.5
-55034.738091301406,-2509.128771230242,0.5
-54956.29726359085,2609.3076106776807,0.5
-55034.746278683655,-2509.5135729225567,1.0
-55015.145460367436,-1230.6241402869655,1.0
-54975.945881359046,1327.8154128107708,1.0
194955.6154641963,-5056.287896701117,1.0
4837.869085012702,-2146.396279745006,0.25
4818.288812547689,-3423.816385429347,1.0
-55015.07984380983,-1227.0442629931513,1.0
194955.52130044647,-5060.753249072495,0.5
-55015.1184821981,-1228.7898268171903,1.0
-55015.14390110155,-1230.6249392004647,1.0
195190.85369592253,10297.372937458269,0.5
-454987.82383122656,3617.183399521925,0.5
194955.53520275187,-5059.982718228295,1.0
194955.45954181813,-5063.351661125671,1.0
194994.82866644207,-2497.0208312145714,1.0
195347.7722200991,20537.806597050876,2.0
-55015.17960317212,-1232.3619838237191,1.0
195034.00204399833,60.516584377894105,1.0
4837.84024514677,-2147.1384953043453,1.0
-55015.07545389398,-1227.2962485884746,1.0
-55014.90657765756,-1220.0836515607189,1.0
584948.9900199089,-8474.867407101614,0.25
-55034.82653242303,-2513.9821886632362,0.25
4837.841768598184,-2146.8733600505584,2.0
-55015.151707670884,-1231.1977412833912,1.0
-55015.09482910298,-1228.3533433005705,2.0
-55015.19355410279,-1233.170660621925,0.5
4837.838439378887,-2147.386957917013,1.0
-55015.08762124437,-1227.7609344660577,0.5
-55015.05995918112,-1226.459019419488,1.0
194975.1398880619,-3780.3968711130656,0.25
-54995.471714915475,51.76695866496448,0.5
-254913.16813718225,6955.867580079288,1.0
4837.872289892752,-2145.8584914691473,4.0
-55015.15143745346,-1231.332493728176,0.5
195033.99209649628,60.74328675848483,1.0
-54995.51619962603,50.09891142054039,1.0
-254972.0281901313,3114.928132101585,0.5
-55015.15066225175,-1231.2522759546446,1.0
4837.8256061493885,-2147.936450873076,2.0
-55034.739528310136,-2509.191929439281,1.0
194955.58741879277,-5057.125599696437,0.5
4837.842828878434,-2146.8346529176597,1.0
-454968.1285733639,4900.834104680316,0.5
584890.0826462512,-12317.857023515404,2.0
4818.241056825034,-3426.9470122659386,0.5
-55015.123992756824,-1229.330150494423,2.0
-55015.077103999094,-1227.1161422208734,1.0
-55015.16430554434,-1231.7837461065683,0.5
4837.801834154641,-2149.298395177644,1.0
-55015.05463513243,-1226.4640709581054,0.5
-454987.7799052143,3619.106375575526,0.5
4857.4394937097095,-867.7406475006301,0.5
4837.843759997981,-2147.213781175493,2.0
4837.866547489539,-2145.663578809701,2.0
4837.916723435046,-2143.708919874567,0.25
-55015.176707573584,-1232.1730965586848,1.0
-254991.62111566542,1835.9323650380084,1.0
-54995.46234700072,52.60778601819584,0.5
194955.57052096585,-5058.352595693084,2.0
4837.8024558995385,-2148.9629068855047,1.0
195033.94951312733,58.374004936365964,1.0
195347.84096238203,20540.75163750467,1.0
-255030.89104319667,-726.1266055869128,0.25
-55015.08935454511,-1227.7877332913285,1.0
4837.809769300045,-2148.560875589699,1.0
-55034.80586844159,-2512.8872578526316,0.5
195034.0462794837,62.247009783883186,2.0
4818.20856781723,-3427.743447382287,0.5
-55015.059003222734,-1226.2665140280697,1.0
4818.172085168306,-3430.0347362122848,1.0
4857.516582772136,-864.1135246495778,0.5
4837.885460939491,-2145.130171137527,1.0
-55015.18861085479,-1232.8419491609002,1.0
-55015.14447524748,-1230.8625398768327,2.0
-255011.3124233639,552.3291554108309,1.0
4837.78018142283,-2150.1980474459288,0.25
-454928.9041101034,7460.708872685269,0.5
-55015.131130400696,-1230.3393618637765,0.5
-55015.127921109204,-1229.5811007739467,1.0
-55034.69032309938,-2506.99584525944,1.0
-55034.72679355997,-2508.584429714856,1.0
4837.897158287698,-2144.297398386894,2.0
4837.899844527943,-2144.327981625953,2.0
195347.7584012316,20537.330623955128,1.0
-55034.827734929044,-2514.038370598437,1.0
-254972.06426789204,3113.4170871677015,2.0
4837.771625133697,-2150.660263625592,1.0
-55034.758053487865,-2510.9376572914352,0.25
-255011.33094391448,551.319509304365,0.5
195033.97912107967,60.09901121796793,1.0
195347.84562430508,20541.291239187223,0.5
-55034.77566514304,-2511.1570855987666,1.0
-55015.13472044282,-1230.328945342515,1.0
-254991.60987879662,1836.5852666582568,1.0
4837.916909033665,-2143.3255308173357,1.0
-55015.17997100239,-1232.3553520015776,1.0
4837.849993255688,-2146.521099024072,0.5
-55034.70467497595,-2507.6146914295005,0.5
4837.893761694897,-2145.001313634135,0.25
194955.60781215644,-5056.065718759488,0.5
4818.2523770856205,-3425.724920037972,0.5
-55034.75243664323,-2510.74861006432,0.5
4837.867610911839,-2146.465874902373,1.0
-454968.1577146851,4899.473153626719,1.0
4837.837067059707,-2147.45072410638,0.25
-55015.080447130604,-1227.3800051362432,0.5
195034.05229474814,62.840385634212,1.0
-254972.00473092718,3115.7893109880815,2.0
-55015.09411954915,-1228.1270363770745,0.5
-55054.3515789276,-3789.42542428014,1.0
195190.9377335594,10301.711784120163,1.0
4818.264195618685,-3424.9331190980683,0.5
-55015.10723848338,-1228.9654744241088,0.5
-454968.14504366065,4900.279418523953,1.0
4837.867332916707,-2146.465079882053,1.0
195347.7836030852,20537.994713184733,1.0
-55034.76591358706,-2511.3186404018597,0.5
194955.52535290248,-5060.451691143744,1.0
-55015.142995797214,-1230.1916874161725,2.0
-55015.05464902497,-1226.0658775838656,0.5
194936.01166229718,-6335.074731377756,1.0
194955.58695574664,-5057.0896771680455,1.0
-55015.113724474446,-1229.195033154092,1.0
-55015.108592773555,-1228.5368219385455,2.0
-55015.129157894175,-1230.0720803235545,2.0
-54995.51518584776,49.970012291178136,0.5
4837.809685222339,-2148.859675649175,0.25
4837.836164054228,-2147.1637189488847,0.5
-55015.046948993695,-1226.3788731022614,1.0
4837.919429050526,-2143.5270594874964,0.5
-55034.73597238073,-2509.559332379371,0.5
-255030.8820982189,-725.7780650715104,0.5
4837.862560773967,-2145.760449288073,2.0
4818.189218165819,-3428.7703906565366,0.5
4837.822783284122,-2148.1903855533565,2.0
4818.20344723342,-3428.608630974104,1.0
-55054.36084533634,-3789.834409562869,0.25
-54975.873604529654,1331.7647750337237,1.0
4818.241882295581,-3426.563593808489,0.5
4837.854764341144,-2147.02798467538,0.5
-55015.08454647509,-1227.6730834205264,0.5
4837.803695075912,-2148.9979186400014,1.0
4818.210846913746,-3427.936967928612,2.0
-54995.57612708351,47.264582052714104,0.5
-55015.179397251224,-1232.5283737123118,0.5
-55015.1146336135,-1228.7566109344825,0.5
-55015.1471343037,-1230.9788455613452,1.0
-54995.52325676475,49.456984587546685,1.0
195034.0217081504,62.0502206164947,0.5
194935.99005082296,-6336.93334521235,1.0
-54995.55508182652,48.24587546168732,2.0
-4.949979484081268e-06,7.015148730715737e-05,0.996875
195347.7962817778,20539.419956351936,0.5
194955.5574143706,-5058.4433500864,1.0
-55015.04084313067,-1225.4543079421437,0.5
-55015.06171352498,-1226.802962833508,2.0
-55015.177734001074,-1232.118627758431,0.5
-55015.06228017609,-1226.5733742631837,1.0
-55015.194904666976,-1233.1195443051438,1.0
194955.48928266065,-5061.990807397713,1.0
-54975.841752158594,1332.970648314168,0.5
-55015.16029972816,-1231.131827409039,2.0
-55015.1464973971,-1230.5573750784042,1.0
4818.211350418394,-3427.950618989991,4.0
194955.48860499612,-5061.979276030126,2.0
4837.859544770792,-2146.0778577449,2.0
195190.85309068928,10297.373288250566,0.5
4837.861931660445,-2145.8726669241387,2.0
-55034.72932193661,-2508.7149552415176,1.0
4818.324405054795,-3422.325149794071,1.0
-55015.07071516744,-1227.004674991489,2.0
195033.9834918545,59.777049360842284,1.0
-55034.79569988744,-2512.2745926676616,1.0
-55015.12593211641,-1229.427139083231,0.5
-55015.17128552066,-1231.7768112049216,1.0
194955.5633672257,-5058.5728643320745,1.0
194955.51436390285,-5060.550387913843,0.5
-55015.20311802684,-1233.575380213646,2.0
-454968.2345288065,4896.149404854072,1.0
195033.94567647018,58.072012691520285,1.0
4837.861260324484,-2145.785300522377,0.5
-55034.80375660607,-2512.6867311072965,2.0
-55015.13255293085,-1230.2777325110092,1.0
195347.81218765955,20540.095229415216,0.25
-55015.04482812609,-1225.7293153252685,2.0
-54995.530481553986,49.10115911932735,0.5
194955.54535134067,-5059.843897144456,0.5
-55015.03123618069,-1225.0044533586988,1.0
-54995.53724805068,49.316086774126234,1.0
-55015.18657996657,-1232.7376153624482,1.0
-254971.98114676576,3117.1213418110883,0.5
194975.24909502524,-3774.8567957648975,0.5
194955.5909661525,-5056.987656910642,1.0
-55034.6601192184,-2505.5985900032774,1.0
4837.7815791738685,-2150.0390833482543,1.0
195014.327041124,-1222.2309322746405,0.5
-254972.01020808646,3115.8406780946334,0.5
4818.243680800544,-3426.170854245458,1.0
-255011.2084487126,557.7179133003992,1.0
195034.01336095785,60.65159202001996,0.5
-54995.529961408116,49.18401479912609,2.0
195034.06438112236,63.63946726671929,2.0
-54975.87382620224,1331.7910780448974,1.0
-55015.14262540452,-1230.7116142527866,1.0
4818.284330157097,-3424.3092921144926,2.0
-55015.20366499806,-1233.6390944327977,1.0
195347.90321045602,20543.178136840746,0.5
195347.85112936748,20541.623301411426,1.0
194916.440175822,-7613.8731888830625,0.25
584988.2585634533,-5913.5636029252855,1.0
-254972.07784451148,3112.619267181448,0.5
-55015.0345799278,-1225.2790014687016,0.5
195014.3806186379,-1220.04882081096,0.5
-254991.67867472733,1833.3210724034889,1.0
-54975.90959982318,1329.3916346954484,1.0
-55034.77934065624,-2511.4068579634604,1.0
-55034.79917951324,-2512.4545073169957,1.0
584988.1859695059,-5916.597756216983,1.0
-55034.818428179016,-2513.7007667654216,1.0
-55054.42341399437,-3792.98527248541,1.0
4837.884162363829,-2144.7828314627222,1.0
-55015.145824889885,-1230.623164656441,1.0
4837.829428895377,-2147.5835736899407,0.5
-255011.16276233015,559.6612768103641,1.0
-55034.77542935591,-2511.6868608570876,0.5
4837.875805945136,-2145.4766153001765,1.0
-454928.952775156,7458.475456958677,1.0
195014.3668009895,-1220.4915842030496,0.5
-254972.002583205,3115.9669314859248,0.5
-55054.415227622376,-3792.8297775010833,1.0
-55015.065392985125,-1226.7241367575098,1.0
-55034.721492052195,-2509.1586495711053,0.25
-55015.13725264266,-1230.6407118509142,0.5
-255030.93650363898,-728.1879233598338,0.5
195190.8871038172,10298.928240966265,1.0
-255030.93004976364,-727.7483221191342,0.5
-55015.12752929842,-1229.3228870154562,0.5
4818.265441212105,-3425.2977191816462,0.5
-55015.08720291511,-1227.693464806358,2.0
4818.252055466641,-3426.097825078721,2.0
-55015.07867544587,-1227.1775823600965,1.0
4837.863698068075,-2146.435966995372,2.0
-54995.51931074797,49.61391175625249,0.5
194994.73675127374,-2500.931052276437,1.0
-255011.2711321055,554.5406167951078,1.0
584890.0987427523,-12317.102451588442,1.0
4837.885443516308,-2145.1197243911465,1.0
194935.8664596146,-6342.326537658129,1.0
-254913.23114208796,6952.500514491654,1.0
4837.875874421326,-2145.43755897932,0.25
-255030.94128212403,-728.4005566023607,0.5
4857.501872589113,-865.156045149206,2.0
195190.88332788623,10299.169018032448,2.0
-55015.14979404514,-1231.20407844681,0.5
-55034.69377193204,-2507.182190466343,0.5
-254991.66560735623,1833.7418929518135,1.0
194955.45545399678,-5063.428664609775,1.0
4818.181636112975,-3429.607557503503,0.5
194975.15795487328,-3779.7855034268923,1.0
-55015.16687970946,-1231.6215357670444,0.5
4837.812690364895,-2148.507620643273,0.5
-55015.082878164365,-1227.5883519743038,0.5
-54956.25562353409,2611.5944757508223,2.0
4837.847872431623,-2146.4926933891365,0.5
-255030.81444031897,-722.3407333421037,0.25
-54995.40488107724,55.46135677177881,1.0
-254991.67765190138,1833.1194665053135,1.0
-55015.10260804009,-1229.0576709766883,1.0
-255030.87992796465,-725.2424448432812,2.0
-55015.1035536679,-1228.2288464501125,1.0
4837.859492779942,-2146.0793413350766,1.0
4837.863415012136,-2146.469466580116,0.25
4837.811111597577,-2148.7033923523904,1.0
-255011.26148510363,554.6242336949417,1.0
-55034.68215749005,-2506.753434696351,1.0
194955.51321759145,-5060.446332544796,1.0
-55015.08582278516,-1227.6006217689192,1.0
-55015.057921754895,-1226.1154801659322,0.25
-55034.732117352774,-2509.0666913524965,1.0
-55015.057995134615,-1226.2513990263706,1.0
4818.21056435816,-3427.6029985080822,0.5
4837.805670758244,-2149.1694010426,0.5
194936.01674921392,-6334.919231187216,1.0
4837.829527620925,-2148.050897978688,1.0
4818.290290402481,-3423.799900928301,0.5
4837.863139654277,-2146.4539763839402,0.5
-55015.076860805275,-1227.1692305884153,2.0
194955.5152916622,-5060.9049875530945,1.0
4818.1437922944315,-3431.2992532726166,0.5
-55015.13859869889,-1230.0667333587662,2.0
-55015.19462242804,-1233.207923350783,0.5
-55015.02556810249,-1224.7823493438955,0.5
-55015.13761960261,-1230.019471083875,1.0
-54995.43788137764,53.907163259511435,1.0
195190.8805303832,10299.128867426574,2.0
-55034.78828988026,-2511.9093756750062,1.0
4837.901440469082,-2144.2427492332827,1.0
-254991.6790930169,1833.1084131564567,0.5
-55054.35938280448,-3790.358964934583,1.0
-55015.06951468042,-1226.8696717467792,0.5
-55015.06973819446,-1227.1863896363393,1.0
4837.855784901418,-2146.5190148865368,1.0
194955.55963544967,-5058.858004572179,1.0
-55015.19261012704,-1233.1302645362339,0.5
-55034.62837692653,-2504.3005764113022,0.5
195033.95738968113,58.61204843221094,1.0
-55015.07891780941,-1227.4801084888823,0.5
195347.8007797317,20539.497543708494,1.0
-55015.079846989596,-1227.2071007207596,0.5
-55015.06121313514,-1226.544616500576,0.5
-55015.206521822256,-1233.5513001882136,1.0
-55015.077498633065,-1227.1038038457882,0.5
-55015.12312793289,-1229.1149516128498,1.0
4837.907300316263,-2144.0553922387753,1.0
194955.59605177492,-5056.488937108612,1.0
-55015.06341819279,-1226.4347853192085,0.5
195347.80542041664,20539.71968743372,1.0
-55034.75586003845,-2510.675403801428,1.0
-55034.76105972729,-2510.215401132973,1.0
4837.80173402559,-2149.118347065649,2.0
-55015.054205008666,-1226.3814430046532,1.0
195347.80710535054,20539.8114498096,1.0
-55015.12253856985,-1229.2154202788715,1.0
194955.49448507116,-5062.034231008607,1.0
194975.17138246214,-3779.03962084022,0.5
-55015.11489497265,-1228.6859778307662,0.5
194955.53256526846,-5060.277807246832,4.0
-55015.11077394977,-1228.9102058534008,2.0
-55015.095807494945,-1228.3277227958115,1.0
-55015.141097049695,-1230.7188894425126,1.0
-55015.15064973256,-1231.2387549147952,1.0
5230.033930138685,23448.134477000156,2.0
4837.805786794284,-2148.683317774794,1.0
-55015.06124847999,-1226.284842918756,2.0
4837.84165024478,-2147.340521013919,0.5
-55015.07632169151,-1227.0136145529996,2.0
195347.85557654034,20541.556380117647,1.0
4837.806190472562,-2149.132091314128,1.0
4837.924704395933,-2143.074004035767,1.0
-255030.88224605832,-725.9783589854087,0.5
194955.567207698,-5058.240192647254,1.0
4837.836471053539,-2147.459754481004,2.0
-254991.6373025613,1835.0751615815498,0.25
-54975.83683758031,1333.2191729958977,1.0
-55015.133725628024,-1229.7470287245942,0.5
-55034.73927222274,-2509.35966593599,1.0
-55034.74451769516,-2510.0492795231785,2.0
584909.7799963446,-11034.419380379306,0.5
-55034.719700978254,-2508.716030733931,0.5
195347.7809615524,20537.73542535375,2.0
195034.03505121497,62.48333652501424,0.5
-55014.97639131197,-1222.960051381764,1.0
-54936.65227352653,3891.2211199386747,1.0
195347.76984006912,20537.812931369517,2.0
195033.9115273913,56.29920760987443,1.0
195190.8553095872,10297.429033827304,0.25
-55034.68410346063,-2506.8989103850017,0.5
-55015.06978252577,-1226.6385394813442,0.5
194955.51366179553,-5060.39917027396,1.0
-454928.92245919,7459.753893323449,1.0
-55015.06554247753,-1226.9423480447822,1.0
-254991.6826160315,1833.0717332952026,2.0
4837.851121528307,-2146.9017677374814,1.0
-54995.51699902816,49.68520431723846,0.5
-55015.11411170545,-1228.7306424373037,0.5
195034.04095809953,61.70757117055473,1.0
-254991.5838697746,1838.1418293226197,0.5
-54956.29014982015,2609.7598013775887,2.0
-55015.12490106211,-1229.7323227480338,0.5
4837.792325657094,-2149.4286711321074,1.0
-55034.73082420463,-2509.2453278874273,1.0
-54995.52755325369,49.31023961136634,1.0
-255030.9331712681,-728.0572647844529,0.5
-55015.14172820805,-1230.6254721224504,2.0
-55015.157964337384,-1231.072726181732,1.0
195033.93499509688,57.42744066321211,1.0
4818.202375976602,-3428.094078650218,0.5
-55015.101805494865,-1228.243152151923,1.0
194896.6087460057,-8903.753712323898,1.0
4818.242556583136,-3426.3722825397326,1.0
195033.9733417784,59.7004729033888,2.0
-55015.11212290323,-1228.7533166896756,1.0
4818.264786176151,-3424.8842405800515,1.0
-55015.13262791571,-1230.1773583159084,0.5
4818.317669085693,-3422.532850871139,0.5
195033.97281678114,59.613682938277634,1.0
-55034.66700963699,-2505.9424229520755,0.5
-55015.08165685157,-1227.3470307354328,1.0
195347.75767103583,20537.103793768307,2.0
-55054.2970459956,-3786.563915356721,0.5
-55015.152048018645,-1230.688436034976,2.0
-55034.743812207365,-2509.9714636420704,0.5
4818.265740957577,-3424.9811234445006,0.25
4837.860505651683,-2146.1467352359705,0.5
4837.866482733982,-2145.778946408078,2.0
194955.53209695616,-5060.380219277491,1.0
-55015.10220669187,-1228.9324355401804,1.0
4837.83587920526,-2146.8175078864842,2.0
4837.835388866253,-2147.0259835142188,0.25
195034.04536776012,62.44326189340791,0.5
-55015.112667363486,-1229.2678487950088,1.0
195034.00565232546,61.10948862242185,2.0
584909.7611709526,-11035.001295415877,0.5
-454928.9510479333,7458.6637152271705,0.5
195347.86032597232,20541.913176587106,1.0
-254972.029515123,3114.8855889222377,2.0
4837.813858580543,-2148.464863711608,1.0
194955.5355515764,-5059.423538044164,0.5
194955.57198072248,-5058.2046177387165,1.0
195034.12263586186,65.59494046301006,1.0
195347.8207440006,20539.714573717756,0.5
-55015.12384219584,-1229.8150338125142,1.0
-55034.644124705344,-2505.0006090157094,0.5
4837.9430332160555,-2142.2426951696016,2.0
4837.890803178772,-2144.7782310883904,0.5
-454928.96324275865,7457.98694717148,1.0
-55015.11880493048,-1229.235801549823,1.0
195190.94853166305,10302.086117488874,0.5
195347.91253935592,20543.948380578768,2.0
-55015.064024242456,-1226.3961858164475,0.25
