UMAP1,UMAP2,price_range
9.666266,5.928197,0
7.437127,4.821309,1
3.0374815,7.996115,2
10.472035,3.1723816,0
-0.6358131,4.6130853,3
0.52579075,8.258356,3
1.1247734,3.1821876,3
7.246427,2.9430559,0
11.37752,5.6842756,0
10.248645,3.7250972,0
5.3566628,8.122902,2
2.5715635,4.916547,2
3.5866015,7.409954,2
8.991039,8.277519,1
10.111492,3.0153654,0
5.3095174,7.5107517,2
5.5073395,3.7041771,1
3.2669497,5.695561,2
5.1497426,7.436129,2
7.401071,4.75657,1
7.495248,5.931542,1
4.8475723,2.305015,1
3.1541588,8.053105,1
7.235041,6.0537324,1
8.591116,7.594422,1
8.264822,4.9488473,1
3.2558405,3.970958,2
8.711798,4.2182417,0
10.972544,6.811103,0
8.793494,6.9371037,0
1.4982109,2.708126,3
-1.4446459,5.743301,3
-1.1051295,5.471416,2
9.44899,7.1488876,0
5.3721776,3.6222696,1
5.8219666,6.5388994,1
6.276509,6.882559,1
5.3294506,5.765149,1
1.6852608,4.6587486,2
3.6883419,5.592046,2
4.0267596,4.709637,2
2.7544847,8.02193,2
7.8871603,3.225142,0
-0.89412946,8.8834095,3
9.23459,6.852035,0
1.624584,5.65885,3
10.001692,3.8316276,0
-0.70641875,4.5742393,3
-1.1581987,5.5561886,2
10.77553,7.3028917,1
3.651507,4.0418253,2
9.852022,4.2933874,0
2.8975425,7.94666,2
7.504383,4.523093,1
-0.8666273,8.698685,3
8.3717785,3.4586828,0
2.98694,4.9320107,2
1.3534957,3.2168047,2
0.90305495,8.001636,3
8.238886,5.1970673,1
-2.0181024,4.9087205,3
9.2034235,3.8161976,0
-1.9653502,6.8821263,3
10.954443,4.8629904,0
8.914278,3.6078372,0
9.870432,6.0192785,0
2.306186,2.5942192,2
0.82960755,4.3218102,2
8.098128,8.696047,2
4.9522448,7.179794,2
10.729499,4.3083043,0
2.1959484,7.729674,2
9.401161,7.0738125,0
4.032636,2.9719658,2
11.418488,4.2189236,0
-1.2782956,6.875771,3
7.4785347,8.37555,1
-0.7062967,6.7333097,3
-1.1385442,4.065914,3
5.1907268,7.4503536,2
3.2698255,3.775079,2
2.9694033,7.9778986,2
1.9744914,4.574577,1
-0.21816011,5.0289674,3
10.580623,4.064809,0
8.3429785,5.4201207,1
7.8659554,5.516377,1
-0.99612653,5.908458,3
0.021361409,5.901933,3
-0.381812,4.705731,3
-0.6764664,8.586898,3
2.1890721,6.6742854,2
10.686876,7.402208,0
0.20083098,5.8361754,2
1.8967308,3.9250793,2
10.058236,7.555613,0
7.448318,4.808805,1
-0.50683427,4.3757625,2
1.9893978,4.7340975,2
5.03528,2.3512678,1
2.6884975,3.8965225,2
9.316219,6.3813767,0
11.558148,4.801108,0
4.370802,7.3754735,2
3.5247006,2.340602,2
7.443198,6.208459,1
10.23111,6.5106316,1
0.65377337,8.346144,3
3.2950208,5.181975,1
11.737786,4.6736717,0
9.089385,6.7906456,0
8.1186285,3.5334046,0
5.0235906,7.3406787,2
10.090107,5.9068165,1
3.9745913,2.7589908,1
10.756608,6.601251,1
